acc_train,loss_train,acc_val,loss_val
0.515625,1.394243,0.466796875,2.803276
0.87890625,0.42693204,0.466796875,2.803276
0.939453125,0.20542839,0.466796875,2.803276
0.9576822916666666,0.13432814,0.466796875,2.803276
0.9680989583333334,0.10673143,0.466796875,2.803276
0.9680989583333334,0.0959641,0.466796875,2.803276
0.97265625,0.07890605,0.466796875,2.803276
0.9811197916666666,0.055496722,0.466796875,2.803276
0.9817708333333334,0.05766499,0.466796875,2.803276
0.9876302083333334,0.043420464,0.466796875,2.803276
0.9876302083333334,0.043001704,0.466796875,2.803276
0.9921875,0.03711091,0.466796875,2.803276
0.9934895833333334,0.03053159,0.466796875,2.803276
0.9915364583333334,0.030047534,0.466796875,2.803276
0.9947916666666666,0.030712396,0.466796875,2.803276
0.9947916666666666,0.025252765,0.466796875,2.803276
0.9973958333333334,0.024548156,0.466796875,2.803276
0.9928385416666666,0.02658283,0.466796875,2.803276
0.9967447916666666,0.019348994,0.466796875,2.803276
0.9954427083333334,0.02005667,0.466796875,2.803276
0.9954427083333334,0.019288003,0.466796875,2.803276
0.998046875,0.017218823,0.466796875,2.803276
0.9973958333333334,0.018038642,0.466796875,2.803276
0.99609375,0.019083718,0.466796875,2.803276
0.9967447916666666,0.017385986,0.466796875,2.803276
0.9993489583333334,0.014772214,0.466796875,2.803276
0.9973958333333334,0.016953534,0.466796875,2.803276
0.9993489583333334,0.014433462,0.466796875,2.803276
0.9986979166666666,0.013800265,0.466796875,2.803276
0.9993489583333334,0.014712143,0.466796875,2.803276
