acc_train,loss_train,acc_val,loss_val
0.13671875,1.2610779,0.4560546875,2.6201236
0.15494791666666666,0.3950729,0.4560546875,2.6201236
0.15494791666666666,0.20042549,0.4560546875,2.6201236
0.16015625,0.13447057,0.4560546875,2.6201236
0.16015625,0.10852196,0.4560546875,2.6201236
0.16471354166666666,0.0840075,0.4560546875,2.6201236
0.16276041666666666,0.07129716,0.4560546875,2.6201236
0.16536458333333334,0.061789364,0.4560546875,2.6201236
0.16471354166666666,0.05361379,0.4560546875,2.6201236
0.1640625,0.049620762,0.4560546875,2.6201236
0.1640625,0.04639343,0.4560546875,2.6201236
0.166015625,0.04172675,0.4560546875,2.6201236
0.1640625,0.037984364,0.4560546875,2.6201236
0.166015625,0.030192103,0.4560546875,2.6201236
0.166015625,0.02624259,0.4560546875,2.6201236
0.166015625,0.021612233,0.4560546875,2.6201236
0.16666666666666666,0.020780083,0.4560546875,2.6201236
0.16536458333333334,0.02468618,0.4560546875,2.6201236
0.16536458333333334,0.020118168,0.4560546875,2.6201236
0.16666666666666666,0.019690601,0.4560546875,2.6201236
0.16666666666666666,0.016371757,0.4560546875,2.6201236
0.16666666666666666,0.018652283,0.4560546875,2.6201236
0.16536458333333334,0.017218247,0.4560546875,2.6201236
0.16536458333333334,0.01901063,0.4560546875,2.6201236
0.16666666666666666,0.0152719915,0.4560546875,2.6201236
0.16666666666666666,0.01692471,0.4560546875,2.6201236
0.16666666666666666,0.015108306,0.4560546875,2.6201236
0.166015625,0.019138034,0.4560546875,2.6201236
0.16666666666666666,0.01703705,0.4560546875,2.6201236
0.166015625,0.017347064,0.4560546875,2.6201236
